Mod:Item:MetaData, Localized Name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ornate Sandy Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Etched Sandy Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sandy Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nether Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fitted Nether Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nether Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ornate Nether Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Etched Nether Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nether Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Strengthened Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Strengthened Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Strengthened Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Strengthened Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Strengthened Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Strengthened Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Strengthened Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Strengthened Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Strengthened Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Strengthened Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Strengthened Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Strengthened Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Strengthened Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Strengthened Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Strengthened Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Strengthened Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Firestone Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Aluminum
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Aluminum
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Aluminum
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Aluminum
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Aluminum
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Aluminum
appliedenergistics2:item.ItemFacade:0, Cable Facade - Andesite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Andesite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Andesite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Andesite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Andesite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Andesite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Andesite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Anti Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Anti Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Anti Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Anti Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Anti Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Anti Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Anti Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Anti Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Anti Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Anti Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Anti Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Anti Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Anti Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Anti Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Anti Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Anti Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bookshelf
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bookshelf
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bookshelf
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bookshelf
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bookshelf
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bookshelf
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bookshelf
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bookshelf
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brick Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brick Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brick Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brick Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brick Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Bronze
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Bronze
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Bronze
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Bronze
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Bronze
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Bronze
appliedenergistics2:item.ItemFacade:0, Cable Facade - Carpet
appliedenergistics2:item.ItemFacade:0, Cable Facade - Carpet
appliedenergistics2:item.ItemFacade:0, Cable Facade - Carpet
appliedenergistics2:item.ItemFacade:0, Cable Facade - Carpet
appliedenergistics2:item.ItemFacade:0, Cable Facade - Carpet
appliedenergistics2:item.ItemFacade:0, Cable Facade - Carpet
appliedenergistics2:item.ItemFacade:0, Cable Facade - Carpet
appliedenergistics2:item.ItemFacade:0, Cable Facade - Carpet
appliedenergistics2:item.ItemFacade:0, Cable Facade - Carpet
appliedenergistics2:item.ItemFacade:0, Cable Facade - Carpet
appliedenergistics2:item.ItemFacade:0, Cable Facade - Carpet
appliedenergistics2:item.ItemFacade:0, Cable Facade - Carpet
appliedenergistics2:item.ItemFacade:0, Cable Facade - Carpet
appliedenergistics2:item.ItemFacade:0, Cable Facade - Carpet
appliedenergistics2:item.ItemFacade:0, Cable Facade - Carpet
appliedenergistics2:item.ItemFacade:0, Cable Facade - Carpet
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mossy Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mossy Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mossy Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mossy Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mossy Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mossy Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mossy Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mossy Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mossy Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mossy Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mossy Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mossy Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mossy Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mossy Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mossy Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Copper
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Copper
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Copper
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Copper
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Copper
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Copper
appliedenergistics2:item.ItemFacade:0, Cable Facade - Diamond Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Diamond Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Diamond Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Diamond Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Diamond Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Diamond Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Diamond Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Diamond Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Diamond Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Diamond Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Diamond Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Diamond Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Diorite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Diorite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Diorite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Diorite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Diorite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Diorite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Diorite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Emerald Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Emerald Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Emerald Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Emerald Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Emerald Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Emerald Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Emerald Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Emerald Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Emerald Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Emerald Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Emerald Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - End Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - End Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - End Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - End Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - End Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - End Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - End Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - End Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - End Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - End Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - End Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - End Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - End Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - End Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Factory Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Factory Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Factory Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Factory Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Factory Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Factory Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Factory Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Factory Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Factory Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Factory Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Factory Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Factory Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Factory Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Factory Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Factory Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Factory Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Factory Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Factory Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Factory Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Factory Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Purpled Fantasy Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Purpled Fantasy Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Purpled Fantasy Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Purpled Fantasy Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Purpled Fantasy Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Purpled Fantasy Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Purpled Fantasy Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Purpled Fantasy Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Purpled Fantasy Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Purpled Fantasy Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Purpled Fantasy Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Purpled Fantasy Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Purpled Fantasy Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Purpled Fantasy Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Purpled Fantasy Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Purpled Fantasy Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fantasy Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fantasy Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fantasy Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fantasy Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fantasy Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fantasy Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fantasy Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fantasy Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fantasy Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fantasy Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fantasy Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fantasy Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fantasy Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fantasy Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fantasy Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fantasy Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Futura Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Futura Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Futura Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Futura Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Futura Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Futura Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Futura Circuit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Futura Circuit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Futura Circuit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Futura Circuit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Futura Circuit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Futura Circuit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Futura Circuit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Futura Circuit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Futura Circuit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Futura Circuit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Futura Circuit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Futura Circuit
